10	1530	907	51	326	10	10	142	230	37	1008	880	898	10	273	231	235	517	3304	488	10	403	1146	342	297	264	2105	10	240	10	10	21	241	10	10	147	10	481	6596	841	589	623	10	15767	10	10	10	2299	514	10	399	10	420	109	397	410	10	10	120	316	10	144	10	10	10	10	1146	28	10	1313	159	10	10	24	309	112	116	1476	363	7620	162	1495	175	249	133	178	10	746	122	10	10	2732	285	368	10	10	139	1698	3027	446	10	19	10	33	10	10	134	126	1634	352	3
10	448	369	119	471	1025	10	910	1638	3025	1071	14056	5653	276	9510	330	386	10	451	10	10	501	68	226	181	1172	476	282	99	1280	729	230	268	10	814	10	1808	643	1655	10	12	10	32	12	10	50	10	276	10	10	188	10	617	68	180	10	242	10	24	1868	10	281	36	892	1931	10	516	10	332	593	8831	77	10	165	272	308	10	10	317	4256	10	1411	2910	75	96	86	10	1551	145	10	10	5967	19	1325	10	10	20	10	911	49	1000	3023	10	388	10	10	156	10	433	10	3
10	10	204	47	211	44	10	10	10	6669	81	259	574	10	178	10	179	474	10	53	10	230	2091	646	10	75	5771	104	79	10	10	20	172	10	185	1367	10	190	899	131	178	4265	10	16000	10	188	216	229	573	10	12700	10	101	41	10	163	12	10	10	10	10	229	10	10	10	10	906	103	325	610	251	51	816	301	10	72	10	10	10	8538	10	325	169	10	10	10	10	488	5139	10	10	265	401	35	10	96	10	758	533	16000	176	1303	228	164	10	10	2672	10	10	220	3
10	10	558	136	44	10	239	10	10	10	193	288	656	124	203	10	219	338	191	10	10	613	549	259	10	54	1196	84	10	10	10	10	160	321	341	694	10	415	1891	226	272	2513	10	586	10	924	10	595	10	10	8829	10	10	10	10	10	42	10	228	10	215	336	10	10	10	10	1201	10	10	80	10	10	10	10	148	294	10	212	10	11898	372	10	302	36	10	349	10	481	131	87	10	1385	300	113	10	10	10	233	190	211	10	10	153	10	24	10	471	10	1590	265	3
10	10	215	10	56	85	253	10	10	179	10	595	443	10	275	10	82	919	10	127	10	1328	467	94	10	394	16000	119	10	10	107	42	117	94	10	85	10	432	2430	10	64	207	10	16000	10	221	10	549	10	10	1639	10	56	10	10	972	106	10	97	10	584	252	10	10	10	10	492	85	43	94	131	928	10	433	10	10	10	10	21	2829	10	55	10	10	10	56	10	429	5166	10	10	86	241	10	10	10	10	536	62	992	10	4036	10	44	10	10	47	205	10	365	3
10	10	988	647	352	10	371	10	10	70	267	589	492	10	103	10	10	30	505	10	10	508	803	25	911	59	1846	44	10	10	10	10	10	96	60	209	10	524	10	10	176	3371	10	6942	146	248	321	10	476	10	1528	10	191	54	10	41	54	10	10	10	277	267	10	10	10	10	412	10	10	1991	682	77	361	884	10	10	10	467	10	2292	470	12	233	10	10	10	10	331	521	10	10	3740	74	10	10	410	10	393	773	10	10	166	10	10	10	10	790	74	381	162	3
10	10	438	98	371	30	225	10	10	10	178	843	692	10	158	10	10	931	278	196	10	917	1121	244	10	10	16000	85	125	10	10	23	144	164	10	10	23	269	3750	72	10	515	10	14064	10	10	10	3122	76	10	461	10	286	10	10	353	93	10	267	10	348	137	33	10	10	64	10	10	10	109	152	939	10	10	10	10	10	10	10	5712	313	10	128	10	92	118	10	350	557	16	16	1229	346	40	10	10	10	471	126	3525	10	600	10	10	10	10	170	10	583	47	3
10	10	317	10	160	10	113	10	10	83	138	219	202	10	79	10	10	377	10	1061	10	4346	1105	10	10	10	9499	79	10	10	10	10	58	17	10	842	10	401	122	486	364	4198	10	14073	10	200	10	41	10	10	16000	2410	10	10	10	233	10	10	188	628	308	120	10	10	10	10	624	10	10	43	10	10	10	10	51	10	10	332	10	4946	10	348	319	10	10	10	10	81	1002	10	10	776	498	10	10	10	10	759	252	825	10	2613	10	10	10	10	1346	127	288	471	3
10	96	1489	354	1178	10	270	10	115	306	158	82	52	10	20	10	149	675	386	384	10	1273	1010	44	210	192	16000	102	14	10	10	24	574	10	10	10	10	133	3199	585	481	587	10	12187	313	15	393	317	15	10	827	45	490	10	41	368	45	10	118	407	215	783	10	10	10	10	1182	86	18	805	30	362	10	617	73	604	2270	572	10	4684	210	422	10	54	10	10	10	184	6429	114	10	928	540	533	10	10	10	1039	525	3041	105	82	382	10	85	10	58	197	10	159	3
10	516	1082	10	858	45	10	10	10	178	255	765	501	10	149	10	191	1274	385	335	10	7333	1216	211	10	98	16000	71	10	10	10	56	127	10	10	10	10	23	6389	123	357	1218	10	15653	10	10	10	2339	10	10	7710	10	164	10	10	10	156	10	10	10	10	622	10	10	10	10	631	116	138	835	210	590	10	10	15	10	10	223	29	7385	684	171	10	10	15	47	10	1682	5034	10	10	1203	784	212	10	13	10	1461	481	1201	10	1252	452	10	10	10	171	143	296	386	3
10	169	312	10	10	10	124	10	10	162	10	246	794	10	123	10	10	2103	10	10	10	732	1660	48	10	10	16000	91	10	10	10	108	64	10	10	10	10	281	1057	10	10	815	10	15505	10	166	10	1804	165	10	9300	10	10	164	67	1112	10	10	24	10	10	716	10	10	10	10	885	84	10	10	350	635	10	129	37	56	10	429	10	549	10	10	10	10	10	10	10	255	6420	10	10	318	693	10	10	25	10	715	10	2049	204	2825	326	10	10	10	10	257	10	281	3
10	216	217	10	10	53	37	1245	75	10	275	674	536	10	82	32	10	5944	311	154	10	454	3806	10	10	275	16000	110	10	10	10	158	10	10	227	10	10	223	1512	10	713	1027	10	9093	364	10	1055	131	144	10	253	10	10	116	10	1051	116	10	29	1112	10	36	57	10	10	10	1179	10	10	70	10	1883	10	272	34	10	10	10	266	2976	115	522	10	10	10	114	10	10	7032	133	10	1453	254	71	10	10	511	219	134	2331	51	2330	46	47	246	10	73	10	10	368	3
10	35	491	123	10	10	93	10	10	30	10	579	633	23	137	10	209	1199	153	353	10	3909	602	544	10	469	16000	10	10	10	10	17	10	10	10	4195	10	114	2028	12	55	1949	10	15078	10	311	10	737	187	10	10583	10	102	10	10	185	170	10	62	85	10	1100	10	10	10	10	833	155	10	144	10	359	10	10	120	17	10	10	20	5764	55	285	10	10	10	40	10	138	3042	75	26	402	1205	52	10	10	86	316	88	1734	10	1466	42	158	10	10	157	656	157	200	3
10	467	552	10	304	96	203	10	10	11	10	680	453	10	326	51	27	1095	316	138	557	966	790	143	10	10	16000	10	10	136	10	122	679	10	153	46	10	297	4358	388	528	274	10	16000	10	207	10	1805	10	10	1919	10	472	36	185	295	17	10	179	10	140	233	10	10	10	13	3311	154	118	10	176	131	382	10	59	126	10	314	105	2911	10	136	2130	164	32	73	10	503	1054	10	21	55	160	449	10	10	10	990	10	3667	10	529	234	26	190	10	129	490	10	310	3
10	160	262	53	186	10	10	10	10	10	154	399	804	10	40	10	245	74	51	269	10	537	514	662	10	176	7163	10	10	76	10	10	184	26	23	2866	19	213	1947	24	20	459	10	3543	10	425	10	754	10	10	848	10	207	10	24	51	10	10	120	10	105	440	10	10	10	10	456	65	10	104	10	50	48	231	10	20	10	723	10	5727	10	80	238	10	10	10	10	1308	1391	268	10	307	116	12	10	10	10	658	10	46	10	10	10	10	77	10	10	209	10	99	3
10	10	136	205	18	151	10	548	10	16	646	396	253	10	105	10	10	1111	417	57	10	203	2192	132	10	200	16000	38	130	41	10	229	213	55	229	10	10	240	148	10	482	2043	10	7046	226	147	19	120	213	10	642	10	63	110	10	562	121	10	10	1207	198	505	643	39	10	160	1492	312	91	94	51	3187	10	461	202	10	10	571	92	2946	78	10	249	10	10	39	10	160	3329	10	10	126	1196	396	10	70	10	66	48	530	78	3012	649	10	10	74	694	10	10	328	3
10	10	136	445	12	10	10	10	10	10	180	724	492	24	406	10	35	667	351	182	10	579	1176	10	138	216	14109	141	48	10	10	117	111	13	69	20	10	593	10	10	15	2103	10	9717	385	321	10	10	10	10	1346	10	106	84	10	100	160	10	117	10	103	89	10	10	10	173	566	62	227	12	33	72	10	59	10	648	10	10	10	2097	289	10	25	10	10	10	10	456	1114	10	10	378	257	154	10	10	10	10	98	1003	199	1067	38	33	10	10	295	10	637	146	3
10	314	77	53	10	79	10	10	10	25	46	303	495	10	335	39	138	1015	109	10	10	2576	1758	264	10	105	16000	10	39	10	10	44	10	74	275	53	108	349	1642	69	107	1095	10	2799	48	127	10	1111	133	10	206	10	10	209	48	10	10	10	10	1746	10	380	10	38	10	10	10	10	10	213	122	181	10	10	23	100	10	10	91	16000	10	10	10	276	10	10	10	428	2687	81	10	1624	10	110	10	10	10	231	548	10108	723	1025	10	47	10	10	136	10	1674	419	3
10	10	10	10	10	10	10	10	10	10	10	666	219	10	158	10	10	44	10	10	10	587	910	48	10	10	7131	65	10	75	10	10	10	10	10	28	234	368	10	10	14	877	10	7225	10	10	73	10	10	10	856	194	33	10	10	10	10	10	100	12	10	162	10	10	10	97	709	256	10	140	184	10	364	346	17	180	10	10	10	6465	10	10	10	10	18	10	10	877	105	10	10	1155	165	10	10	10	10	18	70	10	10	10	10	10	10	10	1034	10	10	548	3
